,Location Names,County,"Notes for ""Other",Product Description,Program,Proteins LBS,Starch LBS,Veg LBS,Fruit LBS,Baked Goods LBS,Dairy LBS,Grocery LBS,Indvid Meal LBS,Individual Meals,Total Pounds,Column1,Column2,Missing Addresses
CSC,Clubhouse of St. Joseph County,SJ,0,0,CCFN,0,0,0,0,9.8,0,0,0,0,9.8,78,0,
LYD,Lydick United Methodist Church,SJ,0,0,CCFN,0,0,0,0,11.2,0,0,0,0,11.2,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,16.8,0,0,0,0,16.8,78,0,"911 California Ave, South Bend, IN 46616"
BOHSJ,Brick of Hope Ministry,SJ,0,0,CCFN,631,0,830,1336,652,0,3055,0,0,6504,78,0,
MFB,Milford Food Bank,ELK,0,0,CCFN,0,0,0,0,3087,0,5265,0,0,8352,78,0,
BTK,Life Changers South Bend Indiana,SJ,0,0,CCFN,283.5,30,155,47,84.5,115,61.35,0,0,776.35,78,0,
BOHSJ,Brick of Hope Ministry,SJ,0,0,CCFN,0,0,0,0,0,0,0,562.5,450,562.5,78,0,
BCP,Broadway Christian Parish Church,SJ,0,0,CCFN,82,0,0,0,168,128,232.5,225,180,835.5,78,0,
CSC,Clubhouse of St. Joseph County,SJ,0,0,CCFN,38.5,0,0,0,26.25,28,27,0,0,119.75,78,0,
NCCFP,New Carlisle Community -Food Pantry,SJ,0,0,CCFN,0,0,0,0,84,0,0,0,0,84,78,0,
EC,El Campito,SJ,0,0,CCFN,22.5,0,0,0,0,103.75,39,0,0,165.25,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,89,0,2.19,12,31.88,46,74.5,60,48,315.57,78,0,"911 California Ave, South Bend, IN 46616"
IHCW,Indiana Health Center- Western,SJ,0,0,CCFN,41,0,0,0,0,0,101.13,0,0,142.13,78,0,
KBI,Kingdom Business International,SJ,0,0,CCFN,0,0,0,72,0,0,33.75,0,0,105.75,78,0,"907 Sprucewood Ln, South Bend, IN 46637"
NDIC,New Day Intake Center,SJ,0,0,CCFN,145,0,0,0,0,64,16.88,75,60,300.88,78,0,
OSH,Oak Street Health,SJ,0,0,CCFN,0,0,0,0,0,0,26.25,0,0,26.25,78,0,
PTBM,Place to Be Me,SJ,0,0,CCFN,15,0,0,0,0,14,0,15,12,44,78,0,
ORC,Oaklawn: Recovery Cafe,SJ,0,0,CCFN,22.5,0,0,0,0,7,226.69,30,24,286.19,78,0,
SPBMBC,St Paul Bethel Baptist Church,SJ,0,0,CCFN,24,0,0,0,0,0,163.5,0,0,187.5,78,0,
SAP,St. Augustine's Parish,SJ,0,0,CCFN,0,0,0,0,126,0,0,0,0,126,78,0,1501 W Washington St
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,1.5,0,7,0,0,0,40.5,15,12,64,78,0,
WCFP,Walkerton Christian Food Pantry,SJ,0,0,CCFN,0,0,0,0,0,0,0,150,120,150,78,0,
BOHSJ,Brick of Hope Ministry,SJ,0,0,CCFN,89,0,22,0,0,0,274,75,60,460,78,0,
CFP,Culver Food Pantry,MAR,0,0,CCFN,186.5,0,30,0,70,0,126,0,0,412.5,78,0,
DC,David's Courage,SJ,0,0,CCFN,0,0,0,0,14,0,0,0,0,14,78,0,
FO,Fishers Outreach,SJ,0,0,CCFN,0,0,14,0,0,0,227,0,0,241,78,0,
GNJMBC,Greater New Jerusalem Missionary Baptist Church,SJ,0,0,CCFN,200.5,0,73,0,0,0,383.5,0,0,657,78,0,
KKH,Karl King Riverbend Tower,SJ,0,0,CCFN,238,0,0,0,64.88,0,560.69,187.5,150,1051.07,78,0,
MCNC,Marshall County Neighborhood Center,MAR,0,0,CCFN,22.5,0,0,0,296.88,0,114,0,0,433.38,78,0,
MOFHM,Monastery of the Holy Martyrs,SJ,0,0,CCFN,341,0,90,72,184.88,0,1120.2,300,240,2108.08,78,0,
PACM,Plymouth Ancilla College Moontree,MAR,0,0,Backpack,0,0,0,0,0,0,0,375,300,375,78,0,
GNJMBC,Greater New Jerusalem Missionary Baptist Church,SJ,0,0,CCFN,0,0,0,0,112,0,0,0,0,112,78,0,
ORC,Oaklawn: Recovery Cafe,SJ,0,0,CCFN,0,0,0,0,14,0,0,0,0,14,78,0,
FO,Fishers Outreach,SJ,0,0,CCFN,0,0,0,0,84,0,0,0,0,84,78,0,
CSC,Clubhouse of St. Joseph County,SJ,0,0,CCFN,0,0,0,0,5.6,0,0,0,0,5.6,78,0,
BTK,Life Changers South Bend Indiana,SJ,0,0,CCFN,0,0,0,0,60.2,0,0,0,0,60.2,78,0,
AIDS,Aids Ministries,SJ,0,0,CCFN,0,0,0,0,53.2,0,0,0,0,53.2,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,35,0,0,0,0,35,78,0,"911 California Ave, South Bend, IN 46616"
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,0,0,0,0,9.8,0,0,0,0,9.8,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,68.6,0,0,0,0,68.6,78,0,"911 California Ave, South Bend, IN 46616"
BOHSJ,Brick of Hope Ministry,SJ,0,0,CCFN,0,0,0,0,112,0,0,0,0,112,78,0,
UG,Unity Gardens,SJ,0,0,CCFN,0,0,0,0,100.8,0,0,0,0,100.8,78,0,
SAP,St. Augustine's Parish,SJ,0,0,CCFN,0,0,0,0,212.8,0,0,0,0,212.8,78,0,1501 W Washington St
AIDS,Aids Ministries,SJ,0,0,CCFN,0,0,0,0,70,0,192,0,0,262,78,0,
BGCN,Boys & Girls Club Nappanee,ELK,0,0,Backpack,137,0,0.44,0,0,70,146.25,0,0,353.69,78,0,
BOL,Bread of Life,MAR,0,0,CCFN,182.5,0,42,0,446.25,70,66.75,300,240,1107.5,78,0,"6770 N Michigan St, Plymouth, IN 46563"
CMYC,Charles Martin Youth Center,SJ,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,
BGBFP,Grace Bible Baptist Food Pantry,ELK,0,0,CCFN,391,94,214,48,101.38,223.25,1259.74,225,180,2556.37,78,0,
IUPFP,Ironwood United Pentecostal Food Pantry,SJ,0,0,CCFN,679,0,30.38,36,58.88,0,832,75,60,1711.26,78,0,
MFP,Mishawaka Food Pantry,SJ,0,0,CCFN,31.5,0,0,0,280,0,404.25,0,0,715.75,78,0,
NOD,Nappanee Open Door,ELK,0,0,CCFN,22.5,0,0,0,42,56,0,37.5,30,158,78,0,
RA,Robertsons Apartments,SJ,0,0,CCFN,461,40,302.38,72,99.38,189.25,1488,75,60,2727.01,78,0,"211 S Michigan St, South Bend, IN 46601"
SAE,Salvation Army: Elkhart,ELK,0,0,CCFN,118.5,0,17.38,0,52.5,70,273.75,150,120,682.13,78,0,
TC,The Center,ELK,0,0,CCFN,238,40,190,0,105,70,817.01,0,0,1460.01,78,0,
AFFM,Abundant Faith Family Ministries,SJ,0,0,CCFN,16,0,0,0,0,0,0,0,0,16,78,0,
CM,Camp Millhouse,SJ,0,0,CCFN,63.5,0,18,0,0,21,183.8,0,0,286.3,78,0,
CBCC,Charles Black Community Center,SJ,0,0,CCFN,53,0,0,0,36,0,0,0,0,89,78,0,
NCCFP,New Carlisle Community -Food Pantry,SJ,0,0,CCFN,54,0,0,0,0,96,74.25,0,0,224.25,78,0,
CFS,Cultivate Food Rescue,SJ,0,0,CCFN,0,0,0,0,0,0,48,0,0,48,78,0,
DFM,Divine Faith Ministries International,SJ,0,0,CCFN,140.5,0,48,36,16.88,0,572.2,0,0,813.58,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,16,0,0.88,30,0,46,132.03,60,48,284.91,78,0,"911 California Ave, South Bend, IN 46616"
LF,Living Faith,ELK,0,0,CCFN,182.5,0,0,0,0,70,0,300,240,552.5,78,0,"2601 Benham Ave, Elkhart, IN 46517"
OP,Oaklawn,SJ,0,0,CCFN,63.5,40,69,0,0,21,87.83,0,0,281.33,78,0,"415 E Madison St, South Bend, IN 46617"
OLOTR,Our Lady of the Road,SJ,0,0,CCFN,123,0,0,0,0,0,81,0,0,204,78,0,
PMBC,Progressive Missionary Baptist Church,SJ,0,0,CCFN,152,0,72,0,0,28,130.24,0,0,382.24,78,0,"1232 E Bronson St, South Bend, IN 46615"
RMH,Ronald Mcdonald House,SJ,0,0,Backpack,0,0,0,0,0,0,0,7.5,6,7.5,78,0,
RA,Rushton Apartments,SJ,0,0,CCFN,110.9,10,18,18,0,35,261.24,0,0,453.14,78,0,"501 W W Washington St, South Bend, IN 46601"
SASKC,"Salvation Army: St Joe, Kroc Center",SJ,0,0,CCFN,0,0,76,36,0,0,220.56,30,24,362.56,78,0,"900 W Western Ave, South Bend, IN 46601"
SBHA,South Bend Housing Authority,SJ,0,0,CCFN,36.5,30,24,0,0,0,130.8,300,240,521.3,78,0,
STVINC,St. Vincent de Paul: St Matthew,ELK,0,0,CCFN,15,0,0,48,0,0,36,45,36,144,78,0,
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,65,0,0,0,0,0,24.38,0,0,89.38,78,0,
TWFF,The Walorski Family Foundation,SJ,0,0,CCFN,47.3,10,5.5,0,16.88,28,527.13,0,0,634.81,78,0,
TO,Thee Outlet,SJ,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,"22500 US-20 Suite B, South Bend, IN, United States, 46628"
UM,U Matter 2,MAR,0,0,CCFN,118.5,0,42,0,0,136.25,179.25,75,60,551,78,0,
UG,Unity Gardens,SJ,0,0,CCFN,86.5,0,30,0,0,56,2.25,75,60,249.75,78,0,
VFP,Village Pantry,SJ,0,0,CCFN,46.5,0,0,0,0,0,0,0,0,46.5,78,0,"13060 Jefferson Blvd, Mishawaka, IN 46545"
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,25.2,0,0,0,0,25.2,78,0,"911 California Ave, South Bend, IN 46616"
TWFF,The Walorski Family Foundation,SJ,0,0,CCFN,0,0,0,0,4.2,0,0,0,0,4.2,78,0,
UM,U Matter 2,MAR,0,0,CCFN,0,0,0,0,163.8,0,0,0,0,163.8,78,0,
LYD,Lydick United Methodist Church,SJ,0,0,CCFN,0,0,0,0,42,0,0,0,0,42,78,0,
SBHA,South Bend Housing Authority,SJ,0,0,CCFN,0,0,0,0,84,0,0,0,0,84,78,0,
OP,Oaklawn,SJ,0,0,CCFN,0,0,0,0,56,0,0,0,0,56,78,0,"415 E Madison St, South Bend, IN 46617"
ORC,Oaklawn: Recovery Cafe,SJ,0,0,CCFN,0,0,0,0,35,0,0,0,0,35,78,0,
OHA,Oaklawn: Hope Ave,ELK,0,0,CCFN,0,0,0,0,28,0,0,0,0,28,78,0,
VNI,VA Northern Indiana,SJ,0,0,CCFN,0,0,0,0,49,0,0,0,0,49,78,0,
AFFM,Abundant Faith Family Ministries,SJ,0,0,CCFN,0,0,0,0,8.4,0,0,0,0,8.4,78,0,
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,0,0,0,0,32.2,0,0,0,0,32.2,78,0,
NIA,Atheists of Northern Indiana Inc.,SJ,0,0,CCFN,0,0,0,0,22.4,0,0,0,0,22.4,78,0,
MVC,Miami Village Church,SJ,0,0,CCFN,0,0,0,0,7.2,0,0,0,0,7.2,78,0,"1905 Miami St, South Bend, IN 46613"
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,68.6,0,0,0,0,68.6,78,0,"911 California Ave, South Bend, IN 46616"
RFM,Refiners Fire Ministries,SJ,0,0,CCFN,0,0,0,0,56,0,0,0,0,56,78,0,"2802 Mishawaka Avenue, South Bend, IN, United States, 46615"
OPSHE,Oaklawn Psychiatric Center,ELK,0,0,CCFN,0,0,0,0,12.6,0,0,0,0,12.6,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,28,0,0,0,0,28,78,0,"911 California Ave, South Bend, IN 46616"
CM,Camp Millhouse,SJ,0,0,CCFN,0,0,51,0,0,0,0,0,0,51,78,0,
STVINC,St Vincent De Paul Catholic Church,SJ,0,0,CCFN,12,0,0,0,0,0,0,52.5,42,64.5,78,0,"1108 S Main St, Elkhart, IN 46516"
CCCFP,Christian Center Church,SJ,0,0,CCFN,22.5,0,0,0,0,0,14.25,0,0,36.75,78,0,"530 E Ireland Rd, South Bend, IN 46614"
FAF,Community Fridge,SJ,0,0,CCFN,60,0,0.88,12,5.63,24,144.31,60,48,306.82,78,0,"911 California Ave, South Bend, IN 46616"
OHA,Oaklawn: Hope Ave,ELK,0,0,CCFN,38.5,0,34,0,0,19,90.6,45,36,227.1,78,0,
MVC,Miami Village Church,SJ,0,0,CCFN,158,30,19,0,24,35,240.28,7.5,6,513.78,78,0,"1905 Miami St, South Bend, IN 46613"
NIA,Atheists of Northern Indiana Inc.,SJ,0,0,CCFN,58,20,77,12,0,0,230.78,22.5,18,420.28,78,0,
OPSHE,Oaklawn Psychiatric Center,ELK,0,0,CCFN,117,20,73,0,86.25,24,194.21,0,0,514.46,78,0,
RPCFC,RETA Pregnancy Clinic & Family Clinic,SJ,0,0,CCFN,49.5,0,0,0,0,7,3.5,300,240,360,78,0,
ORC,Oaklawn: Recovery Cafe,SJ,0,0,CCFN,0,0,0,0,0,35,183.5,22.5,18,241,78,0,
RFM,Refiners Fire Ministries,SJ,0,0,CCFN,32,0,93,0,77,0,225.5,150,120,577.5,78,0,"2802 Mishawaka Avenue, South Bend, IN, United States, 46615"
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,99,0,0,0,0,70,48,0,0,217,78,0,
STVINC,St Vincent de Paul Pastoral Center,ELK,0,0,CCFN,22.5,0,30,0,0,70,407,300,240,829.5,78,0,"428 Melcher Ave, Elkhart, IN 46516"
STVINC,St. Vincent de Paul: St Pius,ELK,0,0,CCFN,0,0,0,0,0,0,0,187.5,150,187.5,78,0,"1108 S Main St, Elkhart, IN 46516"
THUM,Threads of Hope Unhoused Mission,SJ,0,0,CCFN,228,0,15,0,0,0,198.75,300,240,741.75,78,0,"521 S St Joseph St, South Bend, IN 46601"
VNI,VA Northern Indiana,SJ,0,0,CCFN,63,0,0,0,0,21,0,285,228,369,78,0,
VM,Valerie's Ministry,SJ,0,0,CCFN,224.5,10,14.5,0,20.63,96.5,746.88,0,0,1113.01,78,0,
BGCMI,Boys & GIrls Club Middlebury,ELK,0,0,Backpack,0,0,0,0,0,0,57,0,0,57,78,0,
CLAY,Clay Church Food Pantry,SJ,0,0,CCFN,22.5,0,0,0,350,0,0,562.5,450,935,78,0,
GFP,Gymtown Pantry INC.,ELK,0,0,CCFN,222,40,186,0,184.88,0,597.54,0,0,1230.42,78,0,
MBFP,Middlebury Community Food Pantry - Food Distribution Center,ELK,0,0,CCFN,123,0,0,42,280,0,43.5,375,300,863.5,78,0,
SBCS,South Bend Community Schools: Muessel,SJ,0,0,Backpack,0,0,0,0,0,0,0,187.5,150,187.5,78,0,
PHS,Penn High School,SJ,0,0,Backpack,0,0,0,0,0,0,0,1500,1200,1500,78,0,
THB,Bristol Community Food Pantry,ELK,0,0,CCFN,104.5,0,0,0,112,28,231.75,0,0,476.25,78,0,
TW,The Window,ELK,0,0,CCFN,118.5,0,0,0,0,70,144,187.5,150,520,78,0,"223 S Main St, Goshen, IN 46526"
SBCS,South Bend Community Schools: Washington HS,SJ,0,0,Backpack,0,0,0,0,0,0,0,187.5,150,187.5,78,0,
WHCP,World Harvest Church Elkhart,ELK,0,0,CCFN,118.5,0,102,72,112,70,115.5,300,240,890,78,0,
FFC,Family Resource Center,SJ,0,0,Backpack,0,0,0,0,0,0,0,225,180,225,78,0,
GSHP,Goshen Schools: Hay Park,ELK,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,
HCHS,Heart City Health - Scenic,ELK,0,0,Backpack,0,0,0,0,0,0,0,90,72,90,78,0,
HCHSN,Heart City Health - Simpson,ELK,0,0,Backpack,0,0,0,0,0,0,0,187.5,150,187.5,78,0,
LYM,Lifeline Youth Ministries,SJ,0,0,Backpack,0,0,0,0,0,0,0,375,300,375,78,0,
MHA,Miami Hills Apartments,SJ,0,0,CCFN,36,0,0,0,36,0,42,0,0,114,78,0,
GSPP,Goshen Schools: Pringle Park,ELK,0,0,Backpack,0,0,0,0,0,0,0,262.5,210,262.5,78,0,
STC,S A K A L the Center,ELK,0,0,CCFN,568.7,160,476,100,237.5,95,679.94,0,0,2317.14,78,0,
TMLF,"1323 Miami , South Bend, IN, United States, Indiana",SJ,0,0,CCFN,424,40,368,60,204.5,70,747,300,240,2213.5,78,0,
TC,Tolson Center,ELK,0,0,CCFN,0,0,0,0,0,0,0,225,180,225,78,0,
BTK,Life Changers South Bend Indiana,SJ,0,0,CCFN,64.5,0,114,0,31.5,24,416.2,0,0,650.2,78,0,
CSC,Clubhouse of St. Joseph County,SJ,0,0,CCFN,25,0,0,0,0,0,0,0,0,25,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,52.5,0,0,0,26.25,14,32.25,60,48,185,78,0,"911 California Ave, South Bend, IN 46616"
KBI,Kingdom Business International,SJ,0,0,CCFN,382.5,0,0,72,58,94,338.25,15,12,959.75,78,0,"907 Sprucewood Ln, South Bend, IN 46637"
NIA,Atheists of Northern Indiana Inc.,SJ,0,0,CCFN,0,0,3,0,0,7,97.81,0,0,107.81,78,0,
OSH,Oak Street Health,SJ,0,0,CCFN,0,0,0,0,0,0,0,75,60,75,78,0,
OPSHG,Oaklawn Psychiatric Center - Lakview Drive,ELK,0,0,CCFN,198,20,0,0,22,84,135.88,30,24,489.88,78,0,
OP,Oaklawn,SJ,0,0,CCFN,25,0,45,0,0,0,85.5,0,0,155.5,78,0,"415 E Madison St, South Bend, IN 46617"
OOA,Oliver Apartments,SJ,0,0,CCFN,112.5,10,48,0,0,24,97.2,0,0,291.7,78,0,"924 W Indiana Ave, South Bend, IN 46613"
UG,Unity Gardens,SJ,0,0,CCFN,0,0,18,0,68,0,0,225,180,311,78,0,
VNI,VA Northern Indiana,SJ,0,0,CCFN,26.5,0,0,0,0,49,0,300,240,375.5,78,0,
MFB,Milford Food Bank,ELK,0,0,CCFN,0,0,0,0,1870,0,5745,0,0,7615,78,0,
KBI,Kingdom Business International,SJ,0,0,CCFN,0,0,0,1318,203,0,3661,0,0,5182,78,0,"907 Sprucewood Ln, South Bend, IN 46637"
CBCC,Charles Black Community Center,SJ,0,0,CCFN,0,0,0,0,0,0,0,150,120,150,78,0,
CTAC,Christ Temple Apostolic,SJ,0,0,CCFN,256.5,0,24,0,16,12,250.8,0,0,559.3,78,0,"2307 Elwood Ave, South Bend, IN 46628"
CLAY,Clay Church Food Pantry,SJ,0,0,CCFN,0,0,0,0,0,0,0,562.5,450,562.5,78,0,
BOHSJ,Brick of Hope Ministry,SJ,0,0,CCFN,64,0,0,0,68,24,0,0,0,156,78,0,
CFP,Culver Food Pantry,MAR,0,0,CCFN,199.5,0,0,0,70,0,5.06,0,0,274.56,78,0,
FO,Fishers Outreach,SJ,0,0,CCFN,110.5,30,16,0,49.5,14,0,0,0,220,78,0,
GNJMBC,Greater New Jerusalem Missionary Baptist Church,SJ,0,0,CCFN,210.5,0,182,0,50,142,226.48,0,0,810.98,78,0,
KKH,Karl King Riverbend Tower,SJ,0,0,CCFN,205.5,0,69,0,76,71,177.5,0,0,599,78,0,
MCNC,Marshall County Neighborhood Center,MAR,0,0,CCFN,164,0,0,0,292,0,135.96,0,0,591.96,78,0,
MOFHM,Monastery of the Holy Martyrs,SJ,0,0,CCFN,324.5,40,153,0,311,10,177.5,300,240,1316,78,0,
PACM,Plymouth Ancilla College Moontree,MAR,0,0,Backpack,0,0,0,0,0,0,0,375,300,375,78,0,
CBCC,Charles Black Community Center,SJ,0,0,CCFN,30,0,0,0,30,0,0,112.5,90,172.5,78,0,
CSC,Clubhouse of St. Joseph County,SJ,0,0,CCFN,0,0,0,0,12.5,0,0,0,0,12.5,78,0,
DFI,"Davis Foundation, Inc.",SJ,0,0,CCFN,56,0,0,0,0,0,0,0,0,56,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,93.5,0,0,0,30.25,14,48.55,60,48,246.3,78,0,"911 California Ave, South Bend, IN 46616"
KBI,Kingdom Business International,SJ,0,0,CCFN,60,0,0,0,8,0,21,15,12,104,78,0,"907 Sprucewood Ln, South Bend, IN 46637"
LYD,Lydick United Methodist Church,SJ,0,0,CCFN,52.5,0,25,0,0,21,89.4,0,0,187.9,78,0,
MBFP,Middlebury Community Food Pantry - Food Distribution Center,ELK,0,0,CCFN,0,0,0,0,0,224,0,0,0,224,78,0,
SBHA,South Bend Housing Authority,SJ,0,0,CCFN,41,0,0,0,68,96,35.9,150,120,390.9,78,0,
STVINC,St. Vincent de Paul - St. Thomas,ELK,0,0,CCFN,63,0,0,0,0,72,91.13,0,0,226.13,78,0,
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,0,0,0,0,0,0,100.25,0,0,100.25,78,0,
UG,Unity Gardens,SJ,0,0,CCFN,192,0,0,0,16,0,95.2,37.5,30,340.7,78,0,
OOA,Oliver Apartments,SJ,0,0,CCFN,0,0,0,0,40,0,0,0,0,40,78,0,"924 W Indiana Ave, South Bend, IN 46613"
CSC,Clubhouse of St. Joseph County,SJ,0,0,CCFN,0,0,0,0,10,0,0,0,0,10,78,0,
KBI,Kingdom Business International,SJ,0,0,CCFN,0,0,0,0,15,0,0,0,0,15,78,0,"907 Sprucewood Ln, South Bend, IN 46637"
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,8,0,0,0,0,8,78,0,"911 California Ave, South Bend, IN 46616"
SBHA,South Bend Housing Authority,SJ,0,0,CCFN,0,0,0,0,17,0,0,0,0,17,78,0,
GNJMBC,Greater New Jerusalem Missionary Baptist Church,SJ,0,0,CCFN,0,0,0,0,112,0,0,0,0,112,78,0,
BOHSJ,Brick of Hope Ministry,SJ,0,0,CCFN,0,0,0,0,24,0,0,0,0,24,78,0,
CR,Crossroad Recovery,ELK,0,0,Backpack,0,0,0,0,24,0,0,0,0,24,78,0,"57415 Alpha Dr, Goshen, IN 46528"
SPUMC,St. Paul's UMC,SJ,0,0,CCFN,0,0,0,0,15,0,0,0,0,15,78,0,
BTK,Life Changers South Bend Indiana,SJ,0,0,CCFN,0,0,0,0,32,0,0,0,0,32,78,0,
NDIC,New Day Intake Center,SJ,0,0,CCFN,0,0,0,0,26,0,0,0,0,26,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,21,0,0,0,0,21,78,0,"911 California Ave, South Bend, IN 46616"
BGBFP,Grace Bible Baptist Food Pantry,ELK,0,0,CCFN,0,0,0,0,55,0,0,0,0,55,78,0,
ORC,Oaklawn: Recovery Cafe,SJ,0,0,CCFN,0,0,0,0,15,0,0,0,0,15,78,0,
LYD,Lydick United Methodist Church,SJ,0,0,CCFN,0,0,0,0,60,0,0,0,0,60,78,0,
TWFF,The Walorski Family Foundation,SJ,0,0,CCFN,0,0,0,0,22,0,0,0,0,22,78,0,
AIDS,Aids Ministries,SJ,0,0,CCFN,0,0,0,0,70,0,0,0,0,70,78,0,
BGCN,Boys & Girls Club Nappanee,ELK,0,0,Backpack,0,0,0,0,30.5,0,226.45,0,0,256.95,78,0,
BOL,Bread of Life,MAR,0,0,CCFN,228,0,0,0,420,0,561.2,0,0,1209.2,78,0,"6770 N Michigan St, Plymouth, IN 46563"
BTK,Life Changers South Bend Indiana,SJ,0,0,CCFN,125,9,24.63,0,25.5,46,96.34,0,0,326.47,78,0,
CSC,Clubhouse of St. Joseph County,SJ,0,0,CCFN,0,0,36,0,0,0,0,0,0,36,78,0,
NCCFP,New Carlisle Community -Food Pantry,SJ,0,0,CCFN,0,0,0,0,84,0,0,0,0,84,78,0,
CR,Crossroad Recovery,ELK,0,0,Backpack,47,0,0,0,0,0,48,0,0,95,78,0,"57415 Alpha Dr, Goshen, IN 46528"
FAF,Community Fridge,SJ,0,0,CCFN,73,0,0,0,21,8,47.8,60,48,209.8,78,0,"911 California Ave, South Bend, IN 46616"
KBI,Kingdom Business International,SJ,0,0,CCFN,92,0,0,0,16,8,103,15,12,234,78,0,"907 Sprucewood Ln, South Bend, IN 46637"
NDIC,New Day Intake Center,SJ,0,0,CCFN,41,0,18,0,16,147,0,60,48,282,78,0,
OSH,Oak Street Health,SJ,0,0,CCFN,16,0,0,0,0,0,0,105,84,121,78,0,
RFM,Refiners Fire Ministries,SJ,0,0,CCFN,186,15,46,24,141,14,151.2,0,0,577.2,78,0,"2802 Mishawaka Avenue, South Bend, IN, United States, 46615"
SPBMBC,St Paul Bethel Baptist Church,SJ,0,0,CCFN,80,0,0,0,16,44.25,8.44,0,0,148.69,78,0,
SAP,St. Augustine's Parish,SJ,0,0,CCFN,0,0,0,0,126,0,0,0,0,126,78,0,1501 W Washington St
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,164,0,0,0,0,96,95.2,0,0,355.2,78,0,
SPUMC,St. Paul's UMC,SJ,0,0,CCFN,0,0,0,0,0,48,21,0,0,69,78,0,
UM,U Matter 2,MAR,0,0,CCFN,0,0,0,0,8,136,47.6,75,60,266.6,78,0,
CMYC,Charles Martin Youth Center,SJ,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,
BGBFP,Grace Bible Baptist Food Pantry,ELK,0,0,CCFN,182,22.5,149.88,0,89,230.5,686.83,300,240,1660.71,78,0,
IUPFP,Ironwood United Pentecostal Food Pantry,SJ,0,0,CCFN,313,22.5,151,0,75,238.5,447,0,0,1247,78,0,
MFP,Mishawaka Food Pantry,SJ,0,0,CCFN,22.5,0,18,0,280,166,593.2,0,0,1079.7,78,0,
NOD,Nappanee Open Door,ELK,0,0,CCFN,37,0,0,0,42,0,114,37.5,30,230.5,78,0,
RA,Robertsons Apartments,SJ,0,0,CCFN,475.5,22.5,301.63,62,62,126.5,706.3,60,48,1816.43,78,0,"211 S Michigan St, South Bend, IN 46601"
SAE,Salvation Army: Elkhart,ELK,0,0,CCFN,64,0,108,0,68,0,54,150,120,444,78,0,
TC,The Center,ELK,0,0,CCFN,0,0,111.63,0,140,56,235,0,0,542.63,78,0,
BHSCI,Becon Health System Community Impact,SJ,0,0,CCFN,0,0,0,0,0,0,0,150,120,150,78,0,
NCCFP,New Carlisle Community -Food Pantry,SJ,0,0,CCFN,0,0,8.25,0,0,0,55,15,12,78.25,78,0,
DFI,"Davis Foundation, Inc.",SJ,0,0,CCFN,184,0,68,81,0,16,0,0,0,349,78,0,
DFM,Divine Faith Ministries International,SJ,0,0,CCFN,38,24,0,60,45,0,595.6,0,0,762.6,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,82.45,0,39,40,32,30,189.68,60,48,473.13,78,0,"911 California Ave, South Bend, IN 46616"
LTC,Life Treatment Center (wants to remain ANON),SJ,0,0,CCFN,10,0,0,0,0,0,0,0,0,10,78,0,
LYD,Lydick United Methodist Church,SJ,0,0,CCFN,10,0,0,0,0,15,75.5,0,0,100.5,78,0,
OP,Oaklawn,SJ,0,0,CCFN,36,0,0,0,0,12,135.13,0,0,183.13,78,0,"415 E Madison St, South Bend, IN 46617"
OLOTR,Our Lady of the Road,SJ,0,0,CCFN,28,0,0,0,4,0,0,0,0,32,78,0,
PTTO,Portage Township Trustee Office,SJ,0,0,CCFN,0,0,0,0,0,0,126,0,0,126,78,0,
ORC,Oaklawn: Recovery Cafe,SJ,0,0,CCFN,10,12,0,0,4,66,507.5,22.5,18,622,78,0,
RA,Rushton Apartments,SJ,0,0,CCFN,58,0,18,0,0,0,0,0,0,76,78,0,"501 W W Washington St, South Bend, IN 46601"
SASKC,"Salvation Army: St Joe, Kroc Center",SJ,0,0,CCFN,0,0,108,0,0,80,90,30,24,308,78,0,"900 W Western Ave, South Bend, IN 46601"
SBHA,South Bend Housing Authority,SJ,0,0,CCFN,10,0,0,60,0,80,162,0,0,312,78,0,
